Nido,Fecha,Hora,Dato,Sexo,Accion,Item
Grallaria_rufula_W4_SDR11,2014/12/2,11:20:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,11:21:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,11:21:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,11:22:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,12:11:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:00:22,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:00:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:01:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:20:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:22:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:30:54,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:42:40,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:42:54,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:46:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:46:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,13:47:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,14:05:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,14:06:36,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,14:07:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,14:17:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,14:18:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,14:19:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,16:07:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,16:39:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,16:39:29,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,16:53:18,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,16:53:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,16:54:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:19:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:22:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:31:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:38:05,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:39:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:47:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:47:16,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:47:17,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,17:55:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/2,18:02:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,18:02:20,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/2,18:13:46,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,18:45:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,19:09:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,19:15:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,19:51:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,20:20:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,20:57:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,21:02:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,21:08:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,21:23:16,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,22:24:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,22:23:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,22:34:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,23:14:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,23:16:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/2,23:23:16,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/2,23:43:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,1:09:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,1:12:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,1:44:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,1:46:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,2:01:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,2:05:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,2:36:00,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,2:36:10,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,2:47:48,on,x,brn,x
Grallaria_rufula_W4_SDR11,2014/12/3,2:50:00,on,x,brn,bola
Grallaria_rufula_W4_SDR11,2014/12/3,4:30:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,4:50:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:06:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:06:50,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:23:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:24:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:27:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:33:25,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:33:26,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:33:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:35:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:47:09,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:47:16,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:47:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,5:48:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,6:26:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,6:36:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,6:36:16,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,6:48:48,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,6:48:50,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,6:48:59,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,7:11:53,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,7:12:00,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,7:46:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,7:54:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:02:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:09:00,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:11:59,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:12:00,on,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:15:00,off,x,br,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:54:52,on,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,8:55:06,off,x,f,x
Grallaria_rufula_W4_SDR11,2014/12/3,9:07:00,on,x,br,x
